"","gencodeID","Symbol","logFC","t","P.Value","adj.P.Val","B","ensemblID","Length","gene_type","EntrezID","AveExpr"
"ENSMUSG00000053835.17","ENSMUSG00000053835.17","H2-T24",2.98592445273447,12.1574778882407,1.05106776929454e-06,0.000185780150117472,6.28257694959916,"ENSMUSG00000053835",2182,"protein_coding",15042,2.95789887896065
"ENSMUSG00000078945.10","ENSMUSG00000078945.10","Naip2",2.81359969795226,12.1193946916109,1.07831352209048e-06,0.000187793057137595,6.26310680538926,"ENSMUSG00000078945",4846,"protein_coding",17948,2.52590697754259
"ENSMUSG00000055172.10","ENSMUSG00000055172.10","C1ra",3.46604453892712,12.1331914275017,1.06835339674827e-06,0.000187436668162836,6.26069035608084,"ENSMUSG00000055172",2981,"protein_coding",50909,2.12691395531808
"ENSMUSG00000026012.2","ENSMUSG00000026012.2","Cd28",3.39857900063924,12.4615852581139,8.58991763928934e-07,0.000162935147635118,6.25393477903076,"ENSMUSG00000026012",6122,"protein_coding",12487,0.270560521791423
"ENSMUSG00000016206.6","ENSMUSG00000016206.6","H2-M3",2.6456922087066,12.1011010407968,1.09167941155497e-06,0.000188733042793281,6.24871831793266,"ENSMUSG00000016206",1438,"protein_coding",14991,2.60467324635722
"ENSMUSG00000057346.11","ENSMUSG00000057346.11","Apol9a",4.43393302306912,12.5626775981092,8.04049874049872e-07,0.000162354301331153,6.21238542294745,"ENSMUSG00000057346",1573,"protein_coding",223672,0.12599799229724
"ENSMUSG00000000628.10","ENSMUSG00000000628.10","Hk2",2.28433047395626,12.0761450557384,1.1102106056881e-06,0.000188879442800734,6.18966391254475,"ENSMUSG00000000628",5969,"protein_coding",15277,3.59152865107114
"ENSMUSG00000106734.3","ENSMUSG00000106734.3","Gm20559",2.724933975607,12.0160390939692,1.15629298457734e-06,0.000190186106525794,6.17868861810719,"ENSMUSG00000106734",4690,"processed_transcript",NA,3.09146514423607
"ENSMUSG00000035697.14","ENSMUSG00000035697.14","Arhgap45",2.30836434504365,12.0678461763152,1.11645015799463e-06,0.000188879442800734,6.16796684977081,"ENSMUSG00000035697",4478,"protein_coding",70719,3.94337797316978
"ENSMUSG00000029484.12","ENSMUSG00000029484.12","Anxa3",1.67008881799285,12.071803226747,1.11347018734352e-06,0.000188879442800734,6.15563549012597,"ENSMUSG00000029484",3643,"protein_coding",11745,3.93723334239407
"ENSMUSG00000038507.6","ENSMUSG00000038507.6","Parp12",2.18518947300168,12.1661766146781,1.04495226711297e-06,0.000185780150117472,6.15072024941953,"ENSMUSG00000038507",3995,"protein_coding",243771,5.06933795585413
"ENSMUSG00000096727.2","ENSMUSG00000096727.2","Psmb9",3.71877237407224,11.9473452877658,1.21157831843189e-06,0.000191869343553538,6.13242522590939,"ENSMUSG00000096727",3659,"protein_coding",16912,3.24388890838305
"ENSMUSG00000026068.11","ENSMUSG00000026068.11","Il18rap",4.31769252507531,12.6758987124777,7.47103152230222e-07,0.000159096802775749,6.12382674817643,"ENSMUSG00000026068",6752,"protein_coding",16174,-0.455911295125292
"ENSMUSG00000062488.9","ENSMUSG00000062488.9","Ifit3b",2.90388252084021,11.9389908541417,1.21849988163953e-06,0.000191869343553538,6.06013461745806,"ENSMUSG00000062488",2000,"protein_coding",667370,4.29923890752799
"ENSMUSG00000054435.16","ENSMUSG00000054435.16","Gimap4",4.3006153023557,11.8825347550923,1.26644014196934e-06,0.000196049900408783,6.05789778196315,"ENSMUSG00000054435",1837,"protein_coding",107526,1.91119241099622
"ENSMUSG00000039699.13","ENSMUSG00000039699.13","Batf2",4.14612319438156,12.0200821851117,1.153127458064e-06,0.000190186106525794,6.05379291715844,"ENSMUSG00000039699",2522,"protein_coding",74481,0.771452526554132
"ENSMUSG00000018381.15","ENSMUSG00000018381.15","Abi3",2.02832796863487,11.8125010788289,1.32884362912604e-06,0.000200469180610511,6.04550191343957,"ENSMUSG00000018381",4153,"protein_coding",66610,2.73934318687982
"ENSMUSG00000000244.17","ENSMUSG00000000244.17","Tspan32",4.92967416532731,12.6483226404147,7.60548305358653e-07,0.000159096802775749,6.0361982044361,"ENSMUSG00000000244",6234,"protein_coding",27027,-0.367879008610265
"ENSMUSG00000018920.11","ENSMUSG00000018920.11","Cxcl16",3.45504434452177,11.7753659247987,1.36331233224969e-06,0.000201812828683337,6.03052677615866,"ENSMUSG00000018920",3021,"protein_coding",66102,2.39556087871732
"ENSMUSG00000097415.2","ENSMUSG00000097415.2","AU020206",3.1642157928986,11.8142849755079,1.32721234796322e-06,0.000200469180610511,6.0281151630636,"ENSMUSG00000097415",3189,"lincRNA",NA,3.53805416422585
"ENSMUSG00000047798.15","ENSMUSG00000047798.15","Cd300lf",4.95890275101087,12.4039260968037,8.92188019455981e-07,0.000167710105085833,6.00888645801609,"ENSMUSG00000047798",5149,"protein_coding",246746,-0.0888208971878555
"ENSMUSG00000025647.16","ENSMUSG00000025647.16","Shisa5",1.43067619063676,12.0554194783301,1.12586616204111e-06,0.000189121560623714,6.00634922860813,"ENSMUSG00000025647",3297,"protein_coding",66940,5.60466279845177
"ENSMUSG00000020573.16","ENSMUSG00000020573.16","Pik3cg",1.693852077977,11.8023776118388,1.33814327472656e-06,0.000200594452290497,6.00450365641572,"ENSMUSG00000020573",6786,"protein_coding",30955,3.29018710962157
"ENSMUSG00000001123.15","ENSMUSG00000001123.15","Lgals9",2.56032678667258,11.7296989729934,1.40706809004053e-06,0.000202133570227046,5.98885918781075,"ENSMUSG00000001123",2137,"protein_coding",16859,2.80190589835728
"ENSMUSG00000054675.5","ENSMUSG00000054675.5","Tmem119",1.81168287446833,11.931964915048,1.22435479321307e-06,0.000191869343553538,5.98566785716781,"ENSMUSG00000054675",2315,"protein_coding",231633,4.88281205884082
"ENSMUSG00000016283.13","ENSMUSG00000016283.13","H2-M2",5.05253936596486,12.4783236038113,8.49613620718919e-07,0.000162935147635118,5.96918576922614,"ENSMUSG00000016283",1551,"protein_coding",14990,-0.349288505049173
"ENSMUSG00000015950.13","ENSMUSG00000015950.13","Ncf1",2.27236419501909,11.7831510725732,1.35600476886819e-06,0.000201812828683337,5.95729303653292,"ENSMUSG00000015950",3663,"protein_coding",17969,4.01734625090352
"ENSMUSG00000032093.6","ENSMUSG00000032093.6","Cd3e",4.89294663260565,13.0299993260005,5.96007308345541e-07,0.000144045235695552,5.95595858695547,"ENSMUSG00000032093",1436,"protein_coding",12501,-1.14556969090739
"ENSMUSG00000078920.2","ENSMUSG00000078920.2","Ifi47",4.62012804325979,11.66235691438,1.47446377375578e-06,0.000206643044268672,5.95078386366107,"ENSMUSG00000078920",2317,"protein_coding",15953,3.06480588855083
"ENSMUSG00000028071.12","ENSMUSG00000028071.12","Sh2d2a",4.82139944503809,12.4781717038532,8.49698214047994e-07,0.000162935147635118,5.94747203290887,"ENSMUSG00000028071",5939,"protein_coding",27371,-0.859109581478526
"ENSMUSG00000028581.17","ENSMUSG00000028581.17","Laptm5",1.88088783093146,11.9236386655091,1.23133376483588e-06,0.000191869343553538,5.94328798852236,"ENSMUSG00000028581",3788,"protein_coding",16792,5.37584405423582
"ENSMUSG00000074622.4","ENSMUSG00000074622.4","Mafb",1.87880585778173,11.7285895853222,1.40815026757284e-06,0.000202133570227046,5.93802417229085,"ENSMUSG00000074622",3363,"protein_coding",16658,3.63003753598963
"ENSMUSG00000073409.12","ENSMUSG00000073409.12","H2-Q6",4.32191319418599,11.6649635564719,1.47178937029719e-06,0.000206643044268672,5.93282419607339,"ENSMUSG00000073409",2085,"protein_coding",110557,3.49403945709419
"ENSMUSG00000000290.13","ENSMUSG00000000290.13","Itgb2",2.54107375564709,11.7336767305358,1.40319547784712e-06,0.000202133570227046,5.9194874079109,"ENSMUSG00000000290",3052,"protein_coding",16414,4.13661579439903
"ENSMUSG00000030336.14","ENSMUSG00000030336.14","Cd27",4.96852911128176,13.1826792555221,5.41613380114752e-07,0.000141561299708647,5.90670996518977,"ENSMUSG00000030336",2328,"protein_coding",21940,-1.2045601823217
"ENSMUSG00000004730.14","ENSMUSG00000004730.14","Adgre1",2.29139191964313,11.7327190193858,1.4041267910111e-06,0.000202133570227046,5.90145524883181,"ENSMUSG00000004730",3245,"protein_coding",13733,4.28373455922938
"ENSMUSG00000021457.14","ENSMUSG00000021457.14","Syk",1.84865604595658,11.6217082819078,1.51687471306099e-06,0.000208685898638348,5.8994764652577,"ENSMUSG00000021457",9362,"protein_coding",20963,2.94737731762544
"ENSMUSG00000044811.13","ENSMUSG00000044811.13","Cd300c2",2.07581756768733,11.5768129110763,1.56529689570422e-06,0.000208685898638348,5.88642874294851,"ENSMUSG00000044811",1275,"protein_coding",140497,2.63236182640748
"ENSMUSG00000020120.15","ENSMUSG00000020120.15","Plek",1.74031499049419,11.8599014572636,1.28624439163593e-06,0.000197822716986344,5.88535984569179,"ENSMUSG00000020120",4486,"protein_coding",56193,5.47151640530621
"ENSMUSG00000029771.12","ENSMUSG00000029771.12","Irf5",1.89824812366364,11.595095968423,1.54537352752855e-06,0.000208685898638348,5.86963502738747,"ENSMUSG00000029771",2905,"protein_coding",27056,3.12199711017164
"ENSMUSG00000027514.14","ENSMUSG00000027514.14","Zbp1",5.29938428330897,11.6143812557965,1.52466250660189e-06,0.000208685898638348,5.86797620524299,"ENSMUSG00000027514",3529,"protein_coding",58203,1.76016512626005
"ENSMUSG00000020077.14","ENSMUSG00000020077.14","Srgn",2.02402577768003,11.5830983571273,1.55841555929404e-06,0.000208685898638348,5.86512752586405,"ENSMUSG00000020077",2196,"protein_coding",19073,3.05959460533286
"ENSMUSG00000027863.8","ENSMUSG00000027863.8","Cd2",4.96290202305528,12.4599628897453,8.59906837846305e-07,0.000162935147635118,5.86276383670991,"ENSMUSG00000027863",1741,"protein_coding",12481,-0.239500886696183
"ENSMUSG00000071715.11","ENSMUSG00000071715.11","Ncf4",2.84474874014109,11.6740263530896,1.46253279728919e-06,0.000206643044268672,5.85807493877812,"ENSMUSG00000071715",2021,"protein_coding",17972,0.678091704702973
"ENSMUSG00000023249.14","ENSMUSG00000023249.14","Parp3",2.43867702840328,11.5660586347719,1.57714907562864e-06,0.000208685898638348,5.8446297875626,"ENSMUSG00000023249",3699,"protein_coding",235587,3.3525261053415
"ENSMUSG00000021665.7","ENSMUSG00000021665.7","Hexb",1.73360539086604,12.0025393418968,1.16693267125821e-06,0.000190612415991383,5.8367967717778,"ENSMUSG00000021665",1904,"protein_coding",15212,7.52889630921651
"ENSMUSG00000073902.5","ENSMUSG00000073902.5","Gm1966",4.20088312161601,11.4496786769295,1.71198360614573e-06,0.000222544880968442,5.80544167841142,"ENSMUSG00000073902",7293,"unprocessed_pseudogene",NA,2.6483854992593
"ENSMUSG00000024910.4","ENSMUSG00000024910.4","Ctsw",4.8555831281426,12.0423196445793,1.13588779277622e-06,0.000189461284309189,5.80249137982091,"ENSMUSG00000024910",1232,"protein_coding",13041,-0.0533852215030075
"ENSMUSG00000034438.16","ENSMUSG00000034438.16","Gbp8",5.00736794104659,11.4435153919242,1.71947279785623e-06,0.000222544880968442,5.8017654278872,"ENSMUSG00000034438",3443,"protein_coding",76074,2.92851056719451
"ENSMUSG00000026009.14","ENSMUSG00000026009.14","Icos",4.09735075811831,11.93312856865,1.22338293378047e-06,0.000191869343553538,5.78470339970922,"ENSMUSG00000026009",3430,"protein_coding",54167,-0.522980442846089
"ENSMUSG00000027843.13","ENSMUSG00000027843.13","Ptpn22",3.01837083194782,11.4252732225008,1.7418532940347e-06,0.000223151296221246,5.7814653873548,"ENSMUSG00000027843",6775,"protein_coding",19260,1.84937238289928
"ENSMUSG00000020709.15","ENSMUSG00000020709.15","Adap2",1.58367819271027,11.5065179092941,1.64459739776482e-06,0.000215206018597015,5.77630018223633,"ENSMUSG00000020709",1785,"protein_coding",216991,3.52727777466917
"ENSMUSG00000000386.14","ENSMUSG00000000386.14","Mx1",4.68252527414639,11.5689378147329,1.57396622718181e-06,0.000208685898638348,5.77233895379518,"ENSMUSG00000000386",3646,"protein_coding",NA,1.11981821553474
"ENSMUSG00000090942.1","ENSMUSG00000090942.1","F830016B08Rik",5.15920154233764,11.3899206208574,1.78615191704615e-06,0.000227446280404506,5.76402044862004,"ENSMUSG00000090942",3297,"protein_coding",240328,2.5295928572748
"ENSMUSG00000024401.14","ENSMUSG00000024401.14","Tnf",4.55640615173763,12.3152051210653,9.46086230847029e-07,0.000175062909200093,5.7097384983001,"ENSMUSG00000024401",1639,"protein_coding",21926,-0.996286117894377
"ENSMUSG00000021583.6","ENSMUSG00000021583.6","Erap1",1.65051005506721,11.5549939053206,1.58944745020331e-06,0.000209144793655919,5.70116870618924,"ENSMUSG00000021583",4014,"protein_coding",80898,4.96709587479153
"ENSMUSG00000042345.14","ENSMUSG00000042345.14","Ubash3a",4.32847764036484,11.8205352901667,1.32151427393271e-06,0.000200469180610511,5.69450839379732,"ENSMUSG00000042345",3328,"protein_coding",328795,-0.485160887681883
"ENSMUSG00000026656.15","ENSMUSG00000026656.15","Fcgr2b",2.66605766622649,11.3131436627191,1.88672740175493e-06,0.000235195465845082,5.69225273848356,"ENSMUSG00000026656",5790,"protein_coding",14130,2.90200618368845
"ENSMUSG00000034116.17","ENSMUSG00000034116.17","Vav1",2.27853653258521,11.3567834062628,1.82881200682861e-06,0.000229182076093839,5.68938451389563,"ENSMUSG00000034116",3688,"protein_coding",22324,3.35248533474005
"ENSMUSG00000078922.9","ENSMUSG00000078922.9","Tgtp1",4.7763545278366,11.3048000178537,1.89803060498725e-06,0.000235365732351429,5.6871509944662,"ENSMUSG00000078922",3205,"protein_coding",21822,1.83271679557634
"ENSMUSG00000068606.5","ENSMUSG00000068606.5","Gm4841",4.92683318112047,11.4243443777755,1.74300146932364e-06,0.000223151296221246,5.68439180021187,"ENSMUSG00000068606",2838,"protein_coding",225594,0.871001215293608
"ENSMUSG00000035042.2","ENSMUSG00000035042.2","Ccl5",4.97343437507236,11.3763057543503,1.80354428322713e-06,0.000228432868172378,5.6782693360743,"ENSMUSG00000035042",960,"protein_coding",20304,1.32473324646497
"ENSMUSG00000054203.7","ENSMUSG00000054203.7","Ifi205",3.62233120241907,11.9847907213995,1.18108682012117e-06,0.000191603022839519,5.66575386685878,"ENSMUSG00000054203",4177,"protein_coding",226695,-1.06132591434124
"ENSMUSG00000090272.7","ENSMUSG00000090272.7","Mndal",3.61442419797069,11.2579076472146,1.96297051154177e-06,0.000240896148009672,5.66035309314179,"ENSMUSG00000090272",3443,"protein_coding",100040462,1.82569856708378
"ENSMUSG00000040328.14","ENSMUSG00000040328.14","Olfr56",4.20807570290818,11.5678595350286,1.57515739785181e-06,0.000208685898638348,5.65199138154344,"ENSMUSG00000040328",4537,"protein_coding",18356,0.0289671799250803
"ENSMUSG00000025877.14","ENSMUSG00000025877.14","Hk3",2.45572807406211,11.2007135242347,2.04553658728371e-06,0.000247186398315381,5.62957033481486,"ENSMUSG00000025877",3682,"protein_coding",212032,2.26893082484049
"ENSMUSG00000040061.17","ENSMUSG00000040061.17","Plcb2",1.79750656593583,11.2581953906398,1.96256458283001e-06,0.000240896148009672,5.62413253428553,"ENSMUSG00000040061",6597,"protein_coding",18796,3.09532026631665
"ENSMUSG00000064262.7","ENSMUSG00000064262.7","Gimap8",2.29501898096979,11.1851634124805,2.06864591995788e-06,0.000248710043726916,5.6188495879854,"ENSMUSG00000064262",3700,"protein_coding",243374,2.35019981190945
"ENSMUSG00000031328.15","ENSMUSG00000031328.15","Flna",0.939321583820455,11.7131784800562,1.42327933294638e-06,0.000203074524101415,5.60916548679555,"ENSMUSG00000031328",9400,"protein_coding",192176,7.68737202685066
"ENSMUSG00000105504.4","ENSMUSG00000105504.4","Gbp5",3.83266178896081,11.2293715251618,2.00369385368886e-06,0.000244626231570209,5.58604143758413,"ENSMUSG00000105504",6637,"protein_coding",229898,4.02323769527791
"ENSMUSG00000060586.10","ENSMUSG00000060586.10","H2-Eb1",4.43636365993045,11.2007603336646,2.04546745664143e-06,0.000247186398315381,5.57402176551113,"ENSMUSG00000060586",1184,"protein_coding",14969,4.60727798241937
"ENSMUSG00000022014.14","ENSMUSG00000022014.14","Epsti1",2.98696330370882,11.0742220551394,2.24217447363653e-06,0.000255420881846872,5.53975407241814,"ENSMUSG00000022014",2317,"protein_coding",108670,1.93086222324082
"ENSMUSG00000043931.10","ENSMUSG00000043931.10","Gimap7",4.83628124295612,11.9616554951725,1.19982364710949e-06,0.000191869343553538,5.53960578620863,"ENSMUSG00000043931",2325,"protein_coding",231932,-0.792722051547236
"ENSMUSG00000015355.13","ENSMUSG00000015355.13","Cd48",3.26197824071338,11.068467001179,2.25160693631826e-06,0.000255420881846872,5.50097058925305,"ENSMUSG00000015355",1189,"protein_coding",12506,1.36837499229532
"ENSMUSG00000056290.15","ENSMUSG00000056290.15","Ms4a4b",4.28333812387648,11.1227829772982,2.16430634209269e-06,0.000254007906330366,5.50003966237971,"ENSMUSG00000056290",5274,"protein_coding",60361,1.16487796037035
"ENSMUSG00000022575.4","ENSMUSG00000022575.4","Gsdmd",2.54410069323254,11.0072824735672,2.35465558200221e-06,0.00026354741454753,5.48437296519336,"ENSMUSG00000022575",1776,"protein_coding",69146,2.52947517302577
"ENSMUSG00000015947.10","ENSMUSG00000015947.10","Fcgr1",2.35466795725466,11.0047896584396,2.35896355854238e-06,0.00026354741454753,5.45332208574431,"ENSMUSG00000015947",2589,"protein_coding",14129,3.00969964611193
"ENSMUSG00000099757.1","ENSMUSG00000099757.1","BE692007",4.50472856146215,11.3666866013139,1.81594558190267e-06,0.000228780165464706,5.42855938403124,"ENSMUSG00000099757",5236,"processed_transcript",NA,-0.0230942668870041
"ENSMUSG00000024965.8","ENSMUSG00000024965.8","Fermt3",2.18757130932286,10.9738381821928,2.4131870343094e-06,0.000268339600505249,5.42431479761052,"ENSMUSG00000024965",2587,"protein_coding",108101,3.08225326863642
"ENSMUSG00000037820.15","ENSMUSG00000037820.15","Tgm2",1.43778422931825,11.172433290461,2.0877801006324e-06,0.000249742786280194,5.41932980324754,"ENSMUSG00000037820",4608,"protein_coding",21817,4.72987941721995
"ENSMUSG00000031304.18","ENSMUSG00000031304.18","Il2rg",3.76735979766553,11.067088839634,2.25387225273364e-06,0.000255420881846872,5.41240496529906,"ENSMUSG00000031304",2387,"protein_coding",16186,0.61151586779358
"ENSMUSG00000023992.14","ENSMUSG00000023992.14","Trem2",2.12144517373543,11.0761832940543,2.23897004725357e-06,0.000255420881846872,5.39674212799549,"ENSMUSG00000023992",4946,"protein_coding",83433,4.41349669063081
"ENSMUSG00000041538.15","ENSMUSG00000041538.15","H2-Ob",2.43825945440811,10.9130485016612,2.52375380879179e-06,0.000275461331618588,5.3934394758199,"ENSMUSG00000041538",3153,"protein_coding",15002,1.06329697949797
"ENSMUSG00000059089.4","ENSMUSG00000059089.4","Fcgr4",3.79235690173288,10.892990126379,2.56146050999135e-06,0.000275764509905206,5.38989821623608,"ENSMUSG00000059089",1256,"protein_coding",246256,1.28341339440214
"ENSMUSG00000076752.2","ENSMUSG00000076752.2","Tcrg-C2",4.38677500006505,11.742748047894,1.39440812339753e-06,0.000202133570227046,5.38242900444574,"ENSMUSG00000076752",914,"TR_C_gene",NA,-0.878764100649796
"ENSMUSG00000052776.10","ENSMUSG00000052776.10","Oas1a",4.85401111009747,10.9433723944911,2.46791280926024e-06,0.000271144189918749,5.37165601176118,"ENSMUSG00000052776",1885,"protein_coding",246730,1.12659388609133
"ENSMUSG00000045932.12","ENSMUSG00000045932.12","Ifit2",2.36681178390122,11.096205496708,2.20654525341378e-06,0.00025493670403466,5.36904785519796,"ENSMUSG00000045932",3927,"protein_coding",15958,4.9728807788894
"ENSMUSG00000070034.13","ENSMUSG00000070034.13","Sp110",3.07666291927629,10.8291016660155,2.68578767009954e-06,0.00028147292462968,5.36207446531118,"ENSMUSG00000070034",6781,"protein_coding",109032,1.91123938178045
"ENSMUSG00000079491.9","ENSMUSG00000079491.9","H2-T10",2.12033775792025,10.7870341607991,2.77129977024799e-06,0.000283083197334164,5.32853998731468,"ENSMUSG00000079491",3419,"polymorphic_pseudogene",NA,1.26973669399002
